URL,U ID,Public,Derived View,Parent UID,Domain,Type,Name,Description,Visits,Creation Date,Last Update Date (data),Category,Keywords,Downloads,Owner,Contact Email,License,Publication Stage,Published Version Name,Published Version UID,data_provided_by,Publishing Department,routing_approval,api_endpoint,source_link,owner_uid,View Moderation Status,provenance
https://data.code4sa.org/d/2msh-5az8,2msh-5az8,true,false,,data.code4sa.org,dataset,Master List of Ordinary Schools - Q2 2013,,3118,08/29/2014 09:51:00 AM +0000,08/29/2014 09:53:00 AM +0000,Education,"education,schools",983,Adi Eyal,adi@code4sa.org,Public Domain,published,,,Department of Basic Education,,,https://data.code4sa.org/resource/2msh-5az8.json,http://www.education.gov.za/,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/twd8-s9hg,twd8-s9hg,true,false,,data.code4sa.org,dataset,2014 Matric Results by School,"The 2014 Matric results by School for South Africa, including 2012 and 2013 results",9161,01/08/2015 09:34:00 AM +0000,01/08/2015 09:39:00 AM +0000,Education,"matriculation,education,matric",1182,Jason,jason@code4sa.org,,published,,,Department of Basic Education,,,https://data.code4sa.org/resource/twd8-s9hg.json,http://www.education.gov.za/DocumentsLibrary/Reports/tabid/358/Default.aspx,9qdd-z4wt,Not in Queue,official
https://data.code4sa.org/d/di7x-4ek4,di7x-4ek4,true,false,,data.code4sa.org,dataset,Causes Of Death - 2012,,2706,01/26/2015 08:29:00 PM +0000,01/26/2015 09:05:00 PM +0000,Government,"population,causes of death",607,Adi Eyal,adi@code4sa.org,,published,,,Statistics South Africa,,,https://data.code4sa.org/resource/di7x-4ek4.json,http://statssa.gov.za,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/bmuw-ib36,bmuw-ib36,true,true,8wvj-mtxb,data.code4sa.org,filter,Roll-up NGOs,Officers of NPOs in South Africa,6849,03/16/2015 11:20:00 AM +0000,03/16/2015 10:12:00 AM +0000,Business,,9053,Ben Unsworth,,Public Domain,published,,,,,,https://data.code4sa.org/resource/bmuw-ib36.json,http://npo.gov.za,xu7k-te8q,Approved,community
https://data.code4sa.org/d/4xvn-idm7,4xvn-idm7,true,false,,data.code4sa.org,dataset,Commute times for drivers - 2013,"How long do South African drivers spend on the road on their way to work. This dataset is an extract from the National Household Travel Survey 2013. We calculated ""to work"" commute times by drivers across the country. 

Excluded are drivers with missing values for province, location, start time and end time",2136,08/21/2014 09:49:00 AM +0000,11/09/2016 07:27:00 AM +0000,Transport,"drivers,car,commute,transport",976,Adi Eyal,adi@code4sa.org,Open Database License,published,,,Code for South Africa,,,https://data.code4sa.org/resource/4xvn-idm7.json,http://www.code4sa.org,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/rrej-usi9,rrej-usi9,true,false,,data.code4sa.org,dataset,Commute times for drivers - 2013,"How long do South African drivers spend on the road on their way to work. This dataset is an extract from the National Household Travel Survey 2013. We calculated ""to work"" commute times by drivers across the country. 

Excluded are drivers with missing values for province, location, start time and end time",4,08/21/2014 09:49:00 AM +0000,08/21/2014 09:50:00 AM +0000,Transport,"drivers,car,commute,transport",0,Adi Eyal,adi@code4sa.org,Open Database License,snapshotted,Commute times for drivers - 2013,4xvn-idm7,Code for South Africa,,,https://data.code4sa.org/resource/rrej-usi9.json,http://www.code4sa.org,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/r6kb-f76c,r6kb-f76c,true,false,,data.code4sa.org,gis map,Police Station Coordinates,Shapefile containing the coordinates of all police stations in South Africa,2362,07/24/2014 01:46:00 PM +0000,08/28/2016 05:52:00 PM +0000,Government,"police,crime",2126,Adi Eyal,adi@code4sa.org,Public Domain,published,,,SAPS,,,https://data.code4sa.org/resource/r6kb-f76c.json,http://www.saps.gov.za,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/7y3u-atvk,7y3u-atvk,true,false,,data.code4sa.org,dataset,Protest Data,Protest Data for January 2013 to March 2014 from the Institute for Security Studies. Used for the eNCA/Code4SA Protest Map at http://protest-map.code4sa.org/,1278,08/13/2014 08:30:00 AM +0000,08/13/2014 08:30:00 AM +0000,,"security,protest,unrest",3209,Jason,jason@code4sa.org,,published,,,Institute for Security Studies,,,https://data.code4sa.org/resource/7y3u-atvk.json,http://issafrica.org,9qdd-z4wt,Not in Queue,official
https://data.code4sa.org/d/hr5e-pz98,hr5e-pz98,true,false,,data.code4sa.org,gis map,Police Station Boundaries,This shapefile provides boundaries for all police station. This data can be used in conjunction with police statistics to be able to plot crimes geographically.,6475,09/23/2014 07:13:00 PM +0000,08/28/2016 05:52:00 PM +0000,Government,"police,crime",996,Adi Eyal,adi@code4sa.org,Public Domain,published,,,SAPS,,,https://data.code4sa.org/resource/hr5e-pz98.json,http://www.saps.gov.za,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/f47a-ghee,f47a-ghee,true,false,,data.code4sa.org,dataset,Divorces in South Africa 2012,,2070,01/25/2015 07:57:00 AM +0000,01/25/2015 07:57:00 AM +0000,Government,"divorce,statssa,population",687,Adi Eyal,adi@code4sa.org,,published,,,Statistics South Africa,,,https://data.code4sa.org/resource/f47a-ghee.json,http://statssa.gov.za,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/26vs-4ane,26vs-4ane,true,false,,data.code4sa.org,dataset,Ward Councillors - City of Cape Town - 2015,Ward Councillors of the City of Cape Town extracted in January 2015,1547,01/28/2015 02:07:00 PM +0000,01/28/2015 02:08:00 PM +0000,Government,"cape town,councillors,politicians,politics",1049,Adi Eyal,adi@code4sa.org,,published,,,City of Cape Town,,,https://data.code4sa.org/resource/26vs-4ane.json,http://www.capetown.gov.za,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/dksp-4a77,dksp-4a77,true,false,,data.code4sa.org,dataset,South African Customary Marriages - 2012,,1445,01/25/2015 08:14:00 AM +0000,01/25/2015 08:20:00 AM +0000,Government,"customary marriages,marriage,statssa,population",622,Adi Eyal,adi@code4sa.org,,published,,,Statistics South Africa,,,https://data.code4sa.org/resource/dksp-4a77.json,http://statssa.gov.za,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/i7j9-h2db,i7j9-h2db,true,false,,data.code4sa.org,dataset,Protest Data with Census Data,A mashup of ISS's Protest Data with Wazimap's Census Data,961,09/02/2014 01:42:00 PM +0000,09/02/2014 01:43:00 PM +0000,Government,"census,crime,protest",2140,Jason,jason@code4sa.org,,published,,,ISS and Wazimap,,,https://data.code4sa.org/resource/i7j9-h2db.json,,9qdd-z4wt,Not in Queue,official
https://data.code4sa.org/d/7hw8-jw27,7hw8-jw27,true,false,,data.code4sa.org,dataset,Fine Revenue by Municipality - 2014,This data was extracted from the operating revenue and expenditure submissions by each municipality as published by Treasury. Find the original data here: https://www.dropbox.com/s/69qylekt75mtkbr/2014%20-%20Q4%20-%20cleaned.xls?dl=0#,615,01/09/2015 09:10:00 AM +0000,01/09/2015 09:16:00 AM +0000,Government,"fines,municipality",655,Adi Eyal,adi@code4sa.org,Creative Commons Attribution | Share Alike 3.0 Unported,published,,,Code for South Africa,,,https://data.code4sa.org/resource/7hw8-jw27.json,,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/h7eu-9tbf,h7eu-9tbf,true,false,,data.code4sa.org,dataset,Fines Revenue for Municipalities,"This data is an extract from municipal budgets for the 2012, 2013 and 2014 financial years. The financial year starts in July 1 of the previous year, i.e. Q1 of 2012 end in September 2011.

Q4 for 2014 is missing

The original budgets can be found on http://www.treasury.gov.za",711,08/29/2014 06:23:00 PM +0000,01/08/2015 09:00:00 AM +0000,Government,"fines,budgets,municipality",630,Adi Eyal,adi@code4sa.org,Open Database License,published,,,Code for South Africa,,,https://data.code4sa.org/resource/h7eu-9tbf.json,http://www.code4sa.org,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/b58z-m2g5,b58z-m2g5,true,false,,data.code4sa.org,dataset,Remuneration of Public Office Bearers,Captured from PDFs from the website of the Independent Commission for the Remuneration of Public Office Bearers site. Data before 2009 was not captured.,0,02/02/2015 07:02:00 PM +0000,02/02/2015 07:02:00 PM +0000,Government,"government,salary",0,Adi Eyal,adi@code4sa.org,,snapshotted,Remuneration of Public Office Bearers,yau8-edi6,Independent Commission for the Remuneration of Public Office Bearers,,,https://data.code4sa.org/resource/b58z-m2g5.json,http://www.remcommission.gov.za/pebble.asp?relid=4379,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/5f4a-x5ht,5f4a-x5ht,true,false,,data.code4sa.org,dataset,Represented Political Party Fund Allocations 2001-2015,IEC RPPF Allocations for 2001-2015 financial years,236,07/07/2015 08:56:00 AM +0000,07/07/2015 01:40:00 PM +0000,,iec rppf,582,Delany,,Public Domain,published,,,,,,https://data.code4sa.org/resource/5f4a-x5ht.json,,rk7y-n9ki,Not in Queue,official
https://data.code4sa.org/d/y4tg-s9ix,y4tg-s9ix,true,false,,data.code4sa.org,dataset,Remuneration of Public Office Bearers,Captured from PDFs from the website of the Independent Commission for the Remuneration of Public Office Bearers site. Data before 2009 was not captured.,0,02/02/2015 07:02:00 PM +0000,05/06/2018 08:37:00 AM +0000,Government,"government,salary",0,Adi Eyal,adi@code4sa.org,,snapshotted,Remuneration of Public Office Bearers,yau8-edi6,Independent Commission for the Remuneration of Public Office Bearers,,,https://data.code4sa.org/resource/y4tg-s9ix.json,http://www.remcommission.gov.za/pebble.asp?relid=4379,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/yau8-edi6,yau8-edi6,true,false,,data.code4sa.org,dataset,Remuneration of Public Office Bearers,Captured from PDFs from the website of the Independent Commission for the Remuneration of Public Office Bearers site. Data before 2009 was not captured.,595,02/02/2015 07:02:00 PM +0000,05/08/2018 09:21:00 PM +0000,Government,"government,salary",619,Adi Eyal,adi@code4sa.org,,published,,,Independent Commission for the Remuneration of Public Office Bearers,,,https://data.code4sa.org/resource/yau8-edi6.json,http://www.remcommission.gov.za/pebble.asp?relid=4379,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/5nqs-icqj,5nqs-icqj,true,false,,data.code4sa.org,dataset,Database Commuting Time,"This dataset was obtained from the National Household Travel Survey.  Due the volume of the data, it was divided in two. This dataset shows the commuting time and transport mode to work all over the country.",2530,10/05/2015 03:22:00 PM +0000,10/05/2015 03:28:00 PM +0000,Transport,"transport,travel time,mode of travel,commuting",517,Julia,daniela@code4sa.org,,published,,,,,,https://data.code4sa.org/resource/5nqs-icqj.json,,ugvp-exst,Not in Queue,official
https://data.code4sa.org/d/fk5k-g6m2,fk5k-g6m2,true,false,,data.code4sa.org,dataset,Capital Projects for Wards in the City of Cape Town,This is the list of all the Ward capital expenditure budgeted for by the City of Cape Town for 2014/2015. It excludes multi-ward and sub-council budgets.,506,12/10/2014 01:28:00 PM +0000,12/10/2014 01:28:00 PM +0000,Government,"budget,cape town,capital expenditure",974,Jason,,,published,,,"Ndifuna Nkwazi, Social Justice Coalition, IBP, City of Cape Town",,,https://data.code4sa.org/resource/fk5k-g6m2.json,,9qdd-z4wt,Not in Queue,official
https://data.code4sa.org/d/bqf7-7jj6,bqf7-7jj6,true,false,,data.code4sa.org,dataset,Domestic worker wages,"Data collected through a News24 story on domestic worker wages. A short survey which asked employers where they lived (province) and how much they paid their domestic worker (as a day rate). 

There were approximately 12,000 responses although it is clear that the data needs cleaning. Uploaded is the raw dataset.",1214,07/27/2015 08:14:00 PM +0000,07/27/2015 08:14:00 PM +0000,,"minimum wage,domestic workers",561,Adi Eyal,adi@code4sa.org,Open Data Commons Attribution License,published,,,Code for South Africa,,,https://data.code4sa.org/resource/bqf7-7jj6.json,http://www.code4sa.org,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/9t9b-sjyb,9t9b-sjyb,true,false,,data.code4sa.org,dataset,Dataset Time To Study Place,"This dataset was obtained from the National Household Travel Survey.  Due the volume of the data, it was divided in two. This dataset shows the time spent and the travel mode to go to the study place all over the country",2258,10/05/2015 02:50:00 PM +0000,10/05/2015 02:55:00 PM +0000,Transport,,422,Julia,daniela@code4sa.org,,published,,,,,,https://data.code4sa.org/resource/9t9b-sjyb.json,,ugvp-exst,Not in Queue,official
https://data.code4sa.org/d/ibrw-jdxr,ibrw-jdxr,true,false,,data.code4sa.org,dataset,MP - Attendance (July- Dec 2014),MP Attendance at Parliament as collected by the Parliamentary Monitoring Group. Note that this data is not official nor has it been verified by Parliament.,1274,07/20/2015 06:49:00 PM +0000,07/20/2015 06:53:00 PM +0000,Government,parliament,626,Adi Eyal,adi@code4sa.org,Creative Commons Attribution | Share Alike 4.0 International,published,,,Parliamentary Monitoring Group,,,https://data.code4sa.org/resource/ibrw-jdxr.json,,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/mjei-r6sw,mjei-r6sw,true,false,,data.code4sa.org,gis map,Golden Arrow Bus Routes,,1254,08/04/2014 11:52:00 AM +0000,08/28/2016 05:53:00 PM +0000,Government,"transport,bus,golden arrow",453,Adi Eyal,adi@code4sa.org,Public Domain,published,,,Transport for Cape Town,,,https://data.code4sa.org/resource/mjei-r6sw.json,https://www.capetown.gov.za/en/Transport/Pages/default.aspx,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/imbr-suwj,imbr-suwj,true,true,,data.code4sa.org,filter,Capital Projects for Wards in the City of Cape Town,This is the list of all the Ward capital expenditure budgeted for by the City of Cape Town for 2014/2015. It excludes multi-ward and sub-council budgets.,457,12/10/2014 01:28:00 PM +0000,12/10/2014 01:28:00 PM +0000,Government,"budget,cape town,capital expenditure",129,Jason,,,published,,,"Ndifuna Nkwazi, Social Justice Coalition, IBP, City of Cape Town",,,https://data.code4sa.org/resource/imbr-suwj.json,,9qdd-z4wt,Approved,official
https://data.code4sa.org/d/v9d4-guqe,v9d4-guqe,true,false,,data.code4sa.org,gis map,Golden Arrow Bus Stops,Shapefile for the location of Golden Arrow bus stops,651,08/04/2014 11:35:00 AM +0000,10/06/2017 11:40:00 AM +0000,Transport,"transport,bus,golden arrow",426,Adi Eyal,adi@code4sa.org,Public Domain,published,,,Transport for the City of Cape Town,,,https://data.code4sa.org/resource/v9d4-guqe.json,,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/9g44-6jr2,9g44-6jr2,true,false,,data.code4sa.org,dataset,Age in Completed Years (Census 2011),,378,01/25/2015 08:30:00 PM +0000,01/25/2015 08:30:00 PM +0000,Government,"census,population",760,Adi Eyal,adi@code4sa.org,,published,,,Statistics South Africa,,,https://data.code4sa.org/resource/9g44-6jr2.json,http://statssa.gov.za,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/euc9-cu8y,euc9-cu8y,true,false,,data.code4sa.org,dataset,Resources for South African Women,This dataset was developed in order to provide a resource for women in South Africa who are in a situation of crisis,537,09/21/2015 09:53:00 AM +0000,09/21/2015 09:54:00 AM +0000,,"women,children,shelter,rape,abuse,counselling,emergency,crisis,alcohol,drugs",1660,Julia,julia@code4sa.org,,published,,,Code for South Africa,,,https://data.code4sa.org/resource/euc9-cu8y.json,,ugvp-exst,Not in Queue,official
https://data.code4sa.org/d/bq3u-j8iy,bq3u-j8iy,true,true,,data.code4sa.org,chart,Equitable,IEC RPPF Allocations for 2001-2015 financial years,346,07/07/2015 09:17:00 AM +0000,07/07/2015 01:40:00 PM +0000,,iec rppf,96,Delany,,Public Domain,published,,,,,,https://data.code4sa.org/resource/bq3u-j8iy.json,,rk7y-n9ki,Approved,official
https://data.code4sa.org/d/7ywz-2g22,7ywz-2g22,true,true,,data.code4sa.org,chart,Proportional,IEC RPPF Allocations for 2001-2015 financial years,262,07/07/2015 09:12:00 AM +0000,07/07/2015 01:40:00 PM +0000,,iec rppf,121,Delany,,Public Domain,published,,,,,,https://data.code4sa.org/resource/7ywz-2g22.json,,rk7y-n9ki,Approved,official
https://data.code4sa.org/d/mdqc-iqkc,mdqc-iqkc,true,false,,data.code4sa.org,dataset,Home Page Stories,,182,07/22/2014 11:57:00 PM +0000,09/11/2018 03:25:00 PM +0000,,,6,Robin Rosenberg,,,published,,,,,,https://data.code4sa.org/resource/mdqc-iqkc.json,,tmfa-cmi4,Not in Queue,official
https://data.code4sa.org/d/ptrt-k3fc,ptrt-k3fc,true,false,,data.code4sa.org,dataset,Home Page Stories,,0,07/22/2014 11:57:00 PM +0000,05/06/2018 04:56:00 AM +0000,,,0,Robin Rosenberg,,,snapshotted,Home Page Stories,mdqc-iqkc,,,,https://data.code4sa.org/resource/ptrt-k3fc.json,,tmfa-cmi4,Not in Queue,official
https://data.code4sa.org/d/6vr5-6gyf,6vr5-6gyf,true,false,,data.code4sa.org,dataset,Home Page Stories,,0,07/22/2014 11:57:00 PM +0000,05/06/2018 11:19:00 AM +0000,,,0,Robin Rosenberg,,,snapshotted,Home Page Stories,mdqc-iqkc,,,,https://data.code4sa.org/resource/6vr5-6gyf.json,,tmfa-cmi4,Not in Queue,official
https://data.code4sa.org/d/aani-rbgw,aani-rbgw,true,false,,data.code4sa.org,dataset,Home Page Stories,,0,07/22/2014 11:57:00 PM +0000,05/09/2018 05:55:00 AM +0000,,,0,Robin Rosenberg,,,snapshotted,Home Page Stories,mdqc-iqkc,,,,https://data.code4sa.org/resource/aani-rbgw.json,,tmfa-cmi4,Not in Queue,official
https://data.code4sa.org/d/6tnz-ijec,6tnz-ijec,true,false,,data.code4sa.org,dataset,Disabilities And Demographics Khayelitsha Census 2011,Disablities and demographics of people living in the Khayelitsha area at suburb level extracted from the Census 2011 dataset,739,03/01/2016 06:38:00 PM +0000,03/01/2016 06:38:00 PM +0000,Health,"khayelitsha,demographics,disabilties,census",544,Julia,julia@code4sa.org,,published,,,Code for South Africa,,,https://data.code4sa.org/resource/6tnz-ijec.json,,ugvp-exst,Not in Queue,official
https://data.code4sa.org/d/75ac-9rqc,75ac-9rqc,true,false,,data.code4sa.org,dataset,Disabilities And Demographics Umlazi Census 2011,,656,03/03/2016 07:04:00 PM +0000,03/03/2016 07:04:00 PM +0000,Health,,333,Julia,,,published,,,,,,https://data.code4sa.org/resource/75ac-9rqc.json,,ugvp-exst,Not in Queue,official
https://data.code4sa.org/d/7anp-uwy6,7anp-uwy6,true,false,,data.code4sa.org,dataset,Events Message,,179,08/07/2014 06:37:00 PM +0000,08/07/2014 06:39:00 PM +0000,,,8,James Chuang,,,published,,,,,,https://data.code4sa.org/resource/7anp-uwy6.json,,vkxb-3xjh,Not in Queue,official
https://data.code4sa.org/d/m4s9-7ew5,m4s9-7ew5,true,false,,data.code4sa.org,dataset,Messages,,1,07/22/2014 11:58:00 PM +0000,10/06/2017 12:40:00 PM +0000,,,0,Robin Rosenberg,,,snapshotted,Messages,mb7a-e9bd,,,,https://data.code4sa.org/resource/m4s9-7ew5.json,,tmfa-cmi4,Not in Queue,official
https://data.code4sa.org/d/3tbi-mr5r,3tbi-mr5r,true,false,,data.code4sa.org,dataset,Messages,,1,07/22/2014 11:58:00 PM +0000,10/06/2017 12:09:00 PM +0000,,,0,Robin Rosenberg,,,snapshotted,Messages,mb7a-e9bd,,,,https://data.code4sa.org/resource/3tbi-mr5r.json,,tmfa-cmi4,Not in Queue,official
https://data.code4sa.org/d/mb7a-e9bd,mb7a-e9bd,true,false,,data.code4sa.org,dataset,Messages,,167,07/22/2014 11:58:00 PM +0000,10/06/2017 12:47:00 PM +0000,,,5,Robin Rosenberg,,,published,,,,,,https://data.code4sa.org/resource/mb7a-e9bd.json,,tmfa-cmi4,Not in Queue,official
https://data.code4sa.org/d/kd9w-8wms,kd9w-8wms,true,false,,data.code4sa.org,dataset,Messages,,3,07/22/2014 11:58:00 PM +0000,10/08/2014 09:32:00 AM +0000,,,0,Robin Rosenberg,,,snapshotted,Messages,mb7a-e9bd,,,,https://data.code4sa.org/resource/kd9w-8wms.json,,tmfa-cmi4,Not in Queue,official
https://data.code4sa.org/d/ddsg-aw87,ddsg-aw87,true,false,,data.code4sa.org,dataset,Events,,123,08/07/2014 06:32:00 PM +0000,08/07/2014 07:10:00 PM +0000,,,3,James Chuang,,,published,,,,,,https://data.code4sa.org/resource/ddsg-aw87.json,,vkxb-3xjh,Not in Queue,official
https://data.code4sa.org/d/acki-dkei,acki-dkei,true,false,,data.code4sa.org,dataset,Developers Test API,,145,07/22/2014 11:56:00 PM +0000,08/26/2014 01:56:00 PM +0000,,,3,Robin Rosenberg,,,published,,,,,,https://data.code4sa.org/resource/acki-dkei.json,,tmfa-cmi4,Not in Queue,official
https://data.code4sa.org/d/abad-taj3,abad-taj3,true,false,,data.code4sa.org,dataset,Toilets in Cape Town's informal settlements,Dataset of toilet facilities in informal settlements in Cape Town,1352,10/05/2015 03:33:00 PM +0000,10/05/2015 03:33:00 PM +0000,Government,"sanitation,toilets,cape town",649,Julia,julia@code4sa.org,,published,,,City of Cape Town,,,https://data.code4sa.org/resource/abad-taj3.json,,ugvp-exst,Not in Queue,official
https://data.code4sa.org/d/kvaa-bitv,kvaa-bitv,true,false,,data.code4sa.org,dataset,Disabilities And Demographics Atteridgeville Census 2011,,225,03/04/2016 10:21:00 AM +0000,03/04/2016 10:21:00 AM +0000,Health,,340,Julia,,,published,,,,,,https://data.code4sa.org/resource/kvaa-bitv.json,,ugvp-exst,Not in Queue,official
https://data.code4sa.org/d/apmb-sb7p,apmb-sb7p,true,false,,data.code4sa.org,dataset,Dam Levels Individual Nov2014-Mar2015,weekly dam level data supplied by the Department of Water and Sanitation,158,03/31/2016 12:00:00 PM +0000,03/31/2016 12:01:00 PM +0000,Government,"dams,water,drought",346,Julia,,,published,,,,,,https://data.code4sa.org/resource/apmb-sb7p.json,,ugvp-exst,Not in Queue,official
https://data.code4sa.org/d/yqb8-aumt,yqb8-aumt,true,false,,data.code4sa.org,dataset,Dam Levels Individual Nov2015-Mar2016,weekly dam level data supplied by the Department of Water and Sanitation,1088,03/31/2016 11:54:00 AM +0000,03/31/2016 11:55:00 AM +0000,Government,"dams,water,drought",708,Julia,,,published,,,,,,https://data.code4sa.org/resource/yqb8-aumt.json,,ugvp-exst,Not in Queue,official
